"","state","PUMA","count","disconnected_per_pop","disconnected_density"
"106","ar","01600",2422,123.150455077033,0.307521109726583
"107","ar","01300",2738,152.161831721685,0.29441903579458
"108","ar","00800",1594,119.813589897775,0.208402763667977
"109","ar","01700",1658,154.491241147969,0.339853742795602
"110","ar","01100",3983,130.010445227837,1.04823568716846
"111","ar","00900",4580,185.237613751264,2.56271895556609
"112","ar","01200",1320,94.4206008583691,0.69763187166345
"113","ar","01000",2390,139.391111629535,7.82842560036603
"114","ca","07105",2131,113.695779757776,8.68584861347673
"115","ca","06503",2178,132.401215805471,5.05924944016202
"116","ca","07306",1749,112.316979193424,6.57080793773772
"117","ca","07318",2423,116.300278391091,49.2182876950232
"118","ca","06505",3606,137.838767631207,6.49522705697175
"119","ca","05912",2836,141.432276082186,58.3404480860962
"120","ca","03763",2322,127.072730257757,65.9033539699219
"121","ca","03762",1484,111.094475220841,26.7952072815095
"122","ca","03729",1960,57.0746338196325,46.8748762978796
"123","ca","03724",2184,139.767054908486,27.9860332618138
"124","ca","01500",2428,205.17153963157,0.0491099202288713
"125","ca","03746",1875,86.3378919740296,130.968578124235
"126","ca","03721",2127,142.617674668097,79.4742145236631
"127","ca","03737",1420,121.15007251941,37.2071221913841
"128","ca","03754",1370,75.0191654802322,22.3287294771989
"129","ca","03755",1519,100.990625623296,50.2723076141759
"130","ca","03752",3218,152.165689426896,97.6875618497204
"131","ca","03742",2975,176.056338028169,94.6633579490697
"132","ca","05302",2673,110.986547085202,5.8830457060489
"133","ca","08501",638,21.9621342512909,2.4777158152846
"134","ca","08106",1437,109.904397705545,8.99602851743982
"135","ca","08105",519,45.0403540744598,5.58465845323335
"136","ca","08103",1835,184.162986752308,33.5991071439743
"137","ca","08102",1080,101.608806096528,14.1015850617357
"138","ca","07504",414,68.9425478767694,39.2956779996883
"139","ca","07502",1085,111.316302452037,7.89041347866136
"140","ca","04102",887,65.0531719838651,5.50270143888495
"141","ca","09702",717,54.5786709294359,2.03810644885252
"142","ca","00701",3208,126.989153669543,2.41309101018103
"143","ca","09903",2933,121.328700256474,1.61469465902361
"144","ca","04702",4174,159.465138490926,3.64685551001383
"145","ca","04701",2089,133.023433520122,0.525137906443342
"146","ca","01902",3723,160.550260899564,26.9016506470279
"147","ca","01906",2269,158.052382279186,16.4249050659329
"148","ca","10701",3997,185.855110201804,11.2931619397207
"149","ca","02902",3728,114.85258325888,20.2852288086012
"150","ca","05908",1355,71.9099931008863,14.6192170616557
"151","ca","03765",931,69.57626485315,13.6800048548896
"152","ca","03769",1213,123.309952221206,59.2398588756326
"153","ca","03766",2058,191.175104505341,43.0570514365119
"154","ca","03767",4750,193.364543049054,54.2040867628078
"155","ca","03748",751,49.4209002369045,8.9920085614099
"156","ca","03728",1115,149.785061794734,41.9366172702835
"157","ca","03727",1655,133.672562797835,13.2992431415235
"158","ca","11103",2257,100.745435879123,29.0712247234559
"159","ca","11104",1252,97.5533738507091,9.66980763012456
"160","ca","11105",1321,92.5912945959207,0.353137741514436
"161","ca","08302",1399,132.69467893389,0.228033538146184
"162","ca","05301",837,41.0414827890556,0.62192689118223
"163","ca","08701",1556,83.7730160439324,1.47325649291631
"164","ca","08101",1017,59.5468118742315,14.1750764959029
"165","ca","07506",632,54.8277956103062,25.2415534526593
"166","ca","07901",962,27.8646738500753,0.420365926676944
"167","ca","05303",2835,166.392769104355,0.24512477906738
"168","ca","08702",1957,72.4171107164002,3.79426621539493
